Soil	Soil_ID	Unit	Expected_pH	NO3_mM	Chloramphenicol	Time_point
Soil5	Soil5_CE201	7	3.77	1.925410792	None	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.919114337	None	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.738864497	None	Soil5_T2
Soil5	Soil5_CE201	-55	8.27	1.755934188	None	Soil5_T2
Soil5	Soil5_CE201	-35	7.82	1.842109943	None	Soil5_T2
Soil5	Soil5_CE201	-28	7.37	1.869494037	None	Soil5_T2
Soil5	Soil5_CE201	-23	6.92	1.945437871	None	Soil5_T2
Soil5	Soil5_CE201	-19	6.47	1.886239101	None	Soil5_T2
Soil5	Soil5_CE201	-15	6.02	1.914769291	None	Soil5_T2
Soil5	Soil5_CE201	-12	5.57	1.866936553	None	Soil5_T2
Soil5	Soil5_CE201	-9	5.12	1.86173061	None	Soil5_T2
Soil5	Soil5_CE201	-5	4.67	1.862368572	None	Soil5_T2
Soil5	Soil5_CE201	7	3.77	1.950922464	None	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.951194845	None	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.762210904	None	Soil5_T2
Soil5	Soil5_CE201	-55	8.27	1.752009779	None	Soil5_T2
Soil5	Soil5_CE201	-35	7.82	1.861326337	None	Soil5_T2
Soil5	Soil5_CE201	-28	7.37	1.882356212	None	Soil5_T2
Soil5	Soil5_CE201	-23	6.92	1.916915566	None	Soil5_T2
Soil5	Soil5_CE201	-19	6.47	1.927442815	None	Soil5_T2
Soil5	Soil5_CE201	-15	6.02	1.914224111	None	Soil5_T2
Soil5	Soil5_CE201	-12	5.57	1.906631308	None	Soil5_T2
Soil5	Soil5_CE201	-9	5.12	1.902472674	None	Soil5_T2
Soil5	Soil5_CE201	-5	4.67	1.931555429	None	Soil5_T2
Soil5	Soil5_CE201	7	3.77	1.955821463	None	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.951168693	None	Soil5_T2
Soil5	Soil5_CE201	0	4.22	1.972286917	None	Soil5_T2
Soil5	Soil5_CE201	0	4.22	2.024545207	None	Soil5_T2
Soil5	Soil5_CE201	0	4.22	1.988310595	None	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.742757914	CHL	Soil5_T2
Soil5	Soil5_CE201	-55	8.27	1.770400717	CHL	Soil5_T2
Soil5	Soil5_CE201	-35	7.82	1.799738561	CHL	Soil5_T2
Soil5	Soil5_CE201	-28	7.37	1.872285377	CHL	Soil5_T2
Soil5	Soil5_CE201	-23	6.92	1.920357061	CHL	Soil5_T2
Soil5	Soil5_CE201	-19	6.47	1.93233367	CHL	Soil5_T2
Soil5	Soil5_CE201	-15	6.02	1.931663255	CHL	Soil5_T2
Soil5	Soil5_CE201	-12	5.57	2.019754067	CHL	Soil5_T2
Soil5	Soil5_CE201	-9	5.12	1.909628351	CHL	Soil5_T2
Soil5	Soil5_CE201	-5	4.67	1.954367382	CHL	Soil5_T2
Soil5	Soil5_CE201	7	3.77	1.972299396	CHL	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.926669131	CHL	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.733906772	CHL	Soil5_T2
Soil5	Soil5_CE201	-55	8.27	1.827845819	CHL	Soil5_T2
Soil5	Soil5_CE201	-35	7.82	1.88143037	CHL	Soil5_T2
Soil5	Soil5_CE201	-28	7.37	1.958882149	CHL	Soil5_T2
Soil5	Soil5_CE201	-23	6.92	1.911501556	CHL	Soil5_T2
Soil5	Soil5_CE201	-19	6.47	1.923000736	CHL	Soil5_T2
Soil5	Soil5_CE201	-15	6.02	1.982323309	CHL	Soil5_T2
Soil5	Soil5_CE201	-12	5.57	1.981857701	CHL	Soil5_T2
Soil5	Soil5_CE201	-9	5.12	1.953203958	CHL	Soil5_T2
Soil5	Soil5_CE201	-5	4.67	2.011831741	CHL	Soil5_T2
Soil5	Soil5_CE201	7	3.77	1.912590199	CHL	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.988814052	CHL	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.691894904	CHL	Soil5_T2
Soil5	Soil5_CE201	-55	8.27	1.782709249	CHL	Soil5_T2
Soil5	Soil5_CE201	-35	7.82	1.823604138	CHL	Soil5_T2
Soil5	Soil5_CE201	-28	7.37	1.859304662	CHL	Soil5_T2
Soil5	Soil5_CE201	-23	6.92	1.853748872	CHL	Soil5_T2
Soil5	Soil5_CE201	-19	6.47	1.892437401	CHL	Soil5_T2
Soil5	Soil5_CE201	-15	6.02	1.935854241	CHL	Soil5_T2
Soil5	Soil5_CE201	-12	5.57	1.961746974	CHL	Soil5_T2
Soil5	Soil5_CE201	-9	5.12	1.925881511	CHL	Soil5_T2
Soil5	Soil5_CE201	-5	4.67	1.953202973	CHL	Soil5_T2
Soil5	Soil5_CE201	7	3.77	1.896257918	CHL	Soil5_T2
Soil5	Soil5_CE201	20	3.32	1.942491187	CHL	Soil5_T2
Soil5	Soil5_CE201	0	4.22	1.990030485	CHL	Soil5_T2
Soil5	Soil5_CE201	0	4.22	2.029690662	CHL	Soil5_T2
Soil5	Soil5_CE201	0	4.22	2.01592786	CHL	Soil5_T2
Soil5	Soil5_CE201	-100	8.72	1.612492241	None	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.756055219	None	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.734377589	None	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.716070543	None	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.661795464	None	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.595875807	None	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.628630152	None	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.636027919	None	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.707010114	None	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.740273822	None	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.833572639	None	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.918012117	None	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.714922233	None	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.672484294	None	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.637872512	None	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.649235212	None	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.679883673	None	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.674545626	None	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.645471589	None	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.672556565	None	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.668563302	None	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.776461257	None	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.851612372	None	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.954821662	None	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.812216187	None	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.739366723	None	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.700066467	None	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.677512526	None	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.758290666	None	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.733684858	None	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.667687515	None	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.683884628	None	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.744258554	None	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.809214689	None	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.869080811	None	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.95522772	None	Soil5_T3
Soil5	Soil5_CE201	0	4.22	1.869277434	None	Soil5_T3
Soil5	Soil5_CE201	0	4.22	1.896546968	None	Soil5_T3
Soil5	Soil5_CE201	0	4.22	1.928996472	None	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.760273924	CHL	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.776691073	CHL	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.723342676	CHL	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.772338563	CHL	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.818789517	CHL	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.851150307	CHL	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.853806113	CHL	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.861361985	CHL	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.848628236	CHL	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.895343921	CHL	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.872947107	CHL	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.945847324	CHL	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.785811286	CHL	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.740467775	CHL	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.785800378	CHL	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.777310446	CHL	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.80300666	CHL	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.793784256	CHL	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.838498291	CHL	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.841323976	CHL	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.856860059	CHL	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.842858702	CHL	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.861414162	CHL	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.884553835	CHL	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.736390624	CHL	Soil5_T3
Soil5	Soil5_CE201	-55	8.27	1.775304444	CHL	Soil5_T3
Soil5	Soil5_CE201	-35	7.82	1.810907253	CHL	Soil5_T3
Soil5	Soil5_CE201	-28	7.37	1.764341855	CHL	Soil5_T3
Soil5	Soil5_CE201	-23	6.92	1.757464165	CHL	Soil5_T3
Soil5	Soil5_CE201	-19	6.47	1.769227456	CHL	Soil5_T3
Soil5	Soil5_CE201	-15	6.02	1.900652681	CHL	Soil5_T3
Soil5	Soil5_CE201	-12	5.57	1.849891754	CHL	Soil5_T3
Soil5	Soil5_CE201	-9	5.12	1.903516137	CHL	Soil5_T3
Soil5	Soil5_CE201	-5	4.67	1.912858759	CHL	Soil5_T3
Soil5	Soil5_CE201	7	3.77	1.888713507	CHL	Soil5_T3
Soil5	Soil5_CE201	20	3.32	1.937109085	CHL	Soil5_T3
Soil5	Soil5_CE201	0	4.22	1.938443973	CHL	Soil5_T3
Soil5	Soil5_CE201	0	4.22	2.026751655	CHL	Soil5_T3
Soil5	Soil5_CE201	0	4.22	1.925494212	CHL	Soil5_T3
Soil5	Soil5_CE201	-100	8.72	1.774899195	None	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.439988617	None	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.552855777	None	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.496438373	None	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.457741028	None	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.515521784	None	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.494950016	None	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.525018982	None	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.61914522	None	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.602332906	None	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.822420806	None	Soil5_T4
Soil5	Soil5_CE201	20	3.32	1.907791417	None	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.742106662	None	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.484432265	None	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.481408608	None	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.51230742	None	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.534956624	None	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.586052163	None	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.521438238	None	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.557426394	None	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.584970812	None	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.640276299	None	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.808922596	None	Soil5_T4
Soil5	Soil5_CE201	20	3.32	1.913063436	None	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.635762646	None	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.342016799	None	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.444583725	None	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.486355621	None	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.495279107	None	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.510851843	None	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.464511546	None	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.539618288	None	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.572059267	None	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.622875522	None	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.730135334	None	Soil5_T4
Soil5	Soil5_CE201	20	3.32	1.892529181	None	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.76257373	None	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.78853127	None	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.802859397	None	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.778859556	CHL	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.681728902	CHL	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.6767763	CHL	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.658783892	CHL	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.654073447	CHL	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.670486022	CHL	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.74851635	CHL	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.734028158	CHL	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.745070848	CHL	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.768169278	CHL	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.775351632	CHL	Soil5_T4
Soil5	Soil5_CE201	20	3.32	2.224890413	CHL	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.701222773	CHL	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.70890866	CHL	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.664650452	CHL	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.637408725	CHL	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.696191366	CHL	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.692059336	CHL	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.745403026	CHL	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.756853987	CHL	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.72083725	CHL	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.779077516	CHL	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.728450364	CHL	Soil5_T4
Soil5	Soil5_CE201	20	3.32	1.972136066	CHL	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.75177857	CHL	Soil5_T4
Soil5	Soil5_CE201	-55	8.27	1.713914453	CHL	Soil5_T4
Soil5	Soil5_CE201	-35	7.82	1.666856355	CHL	Soil5_T4
Soil5	Soil5_CE201	-28	7.37	1.671728856	CHL	Soil5_T4
Soil5	Soil5_CE201	-23	6.92	1.663753522	CHL	Soil5_T4
Soil5	Soil5_CE201	-19	6.47	1.685874689	CHL	Soil5_T4
Soil5	Soil5_CE201	-15	6.02	1.759559743	CHL	Soil5_T4
Soil5	Soil5_CE201	-12	5.57	1.757892283	CHL	Soil5_T4
Soil5	Soil5_CE201	-9	5.12	1.76170178	CHL	Soil5_T4
Soil5	Soil5_CE201	-5	4.67	1.777553201	CHL	Soil5_T4
Soil5	Soil5_CE201	7	3.77	1.77310169	CHL	Soil5_T4
Soil5	Soil5_CE201	20	3.32	2.310515023	CHL	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.854983149	CHL	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.835861805	CHL	Soil5_T4
Soil5	Soil5_CE201	0	4.22	1.752234935	CHL	Soil5_T4
Soil5	Soil5_CE201	-100	8.72	1.43561213	None	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	0.2967623665	None	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.277710845	None	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.284562846	None	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.253212101	None	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.398237741	None	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.380638544	None	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.420099374	None	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.568427326	None	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.540451232	None	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.725577824	None	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.9212805	None	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	1.349253823	None	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	0.4436256961	None	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.154079132	None	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.222260553	None	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.372318635	None	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.420650403	None	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.396947673	None	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.396558702	None	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.487597183	None	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.513810529	None	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.772644469	None	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.858154776	None	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	1.42708335	None	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	0.2590551087	None	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.120142301	None	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.228229947	None	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.387112862	None	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.417011207	None	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.25333049	None	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.378928534	None	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.500547199	None	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.550757391	None	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.720894042	None	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.829514948	None	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.551732598	None	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.609910113	None	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.662774491	None	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	1.744399178	CHL	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	1.740482462	CHL	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.689366479	CHL	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.6496272	CHL	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.680892763	CHL	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.730934266	CHL	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.68334213	CHL	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.764721076	CHL	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.691836663	CHL	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.750991187	CHL	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.75776703	CHL	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.935273153	CHL	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	1.776405479	CHL	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	1.741023752	CHL	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.704946443	CHL	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.666020814	CHL	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.67614097	CHL	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.703009742	CHL	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.727698839	CHL	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.779638301	CHL	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.741980436	CHL	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.772064047	CHL	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.850988343	CHL	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.819916734	CHL	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	1.751698157	CHL	Soil5_T5
Soil5	Soil5_CE201	-55	8.27	1.725065226	CHL	Soil5_T5
Soil5	Soil5_CE201	-35	7.82	1.645183302	CHL	Soil5_T5
Soil5	Soil5_CE201	-28	7.37	1.709407017	CHL	Soil5_T5
Soil5	Soil5_CE201	-23	6.92	1.649582167	CHL	Soil5_T5
Soil5	Soil5_CE201	-19	6.47	1.668867264	CHL	Soil5_T5
Soil5	Soil5_CE201	-15	6.02	1.684342345	CHL	Soil5_T5
Soil5	Soil5_CE201	-12	5.57	1.793489767	CHL	Soil5_T5
Soil5	Soil5_CE201	-9	5.12	1.7232752	CHL	Soil5_T5
Soil5	Soil5_CE201	-5	4.67	1.783162584	CHL	Soil5_T5
Soil5	Soil5_CE201	7	3.77	1.762431951	CHL	Soil5_T5
Soil5	Soil5_CE201	20	3.32	1.867719432	CHL	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.815358093	CHL	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.866349994	CHL	Soil5_T5
Soil5	Soil5_CE201	0	4.22	1.879574747	CHL	Soil5_T5
Soil5	Soil5_CE201	-100	8.72	0	None	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	0	None	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	0.3916834327	None	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	0.6102084458	None	Soil5_T6
Soil5	Soil5_CE201	-23	6.92	0.8108825933	None	Soil5_T6
Soil5	Soil5_CE201	-19	6.47	1.032141361	None	Soil5_T6
Soil5	Soil5_CE201	-15	6.02	0.940894934	None	Soil5_T6
Soil5	Soil5_CE201	-12	5.57	1.089307341	None	Soil5_T6
Soil5	Soil5_CE201	-9	5.12	1.247128251	None	Soil5_T6
Soil5	Soil5_CE201	-5	4.67	1.27942176	None	Soil5_T6
Soil5	Soil5_CE201	7	3.77	1.49984508	None	Soil5_T6
Soil5	Soil5_CE201	20	3.32	1.787755422	None	Soil5_T6
Soil5	Soil5_CE201	-100	8.72	0	None	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	0	None	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	0.2159954901	None	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	0.5566964538	None	Soil5_T6
Soil5	Soil5_CE201	-23	6.92	0.9940259951	None	Soil5_T6
Soil5	Soil5_CE201	-19	6.47	1.08044725	None	Soil5_T6
Soil5	Soil5_CE201	-15	6.02	1.01424742	None	Soil5_T6
Soil5	Soil5_CE201	-12	5.57	1.088616362	None	Soil5_T6
Soil5	Soil5_CE201	-9	5.12	1.238293723	None	Soil5_T6
Soil5	Soil5_CE201	-5	4.67	1.265625155	None	Soil5_T6
Soil5	Soil5_CE201	7	3.77	1.499304925	None	Soil5_T6
Soil5	Soil5_CE201	20	3.32	1.730999613	None	Soil5_T6
Soil5	Soil5_CE201	-100	8.72	0	None	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	0	None	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	0.2585728539	None	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	0.6245927934	None	Soil5_T6
Soil5	Soil5_CE201	-23	6.92	1.062805311	None	Soil5_T6
Soil5	Soil5_CE201	-19	6.47	1.150863872	None	Soil5_T6
Soil5	Soil5_CE201	-15	6.02	0.9053330821	None	Soil5_T6
Soil5	Soil5_CE201	-12	5.57	1.12311343	None	Soil5_T6
Soil5	Soil5_CE201	-9	5.12	1.293954627	None	Soil5_T6
Soil5	Soil5_CE201	-5	4.67	1.347316143	None	Soil5_T6
Soil5	Soil5_CE201	7	3.77	1.522871219	None	Soil5_T6
Soil5	Soil5_CE201	20	3.32	1.806418584	None	Soil5_T6
Soil5	Soil5_CE201	0	4.22	1.428482744	None	Soil5_T6
Soil5	Soil5_CE201	0	4.22	1.471356698	None	Soil5_T6
Soil5	Soil5_CE201	0	4.22	1.487017045	None	Soil5_T6
Soil5	Soil5_CE201	-100	8.72	1.652062241	CHL	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	1.638172557	CHL	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	1.511155708	CHL	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	1.477082168	CHL	Soil5_T6
Soil5	Soil5_CE201	-23	6.92	1.468123197	CHL	Soil5_T6
Soil5	Soil5_CE201	-19	6.47	1.552371012	CHL	Soil5_T6
Soil5	Soil5_CE201	-15	6.02	1.537532293	CHL	Soil5_T6
Soil5	Soil5_CE201	-12	5.57	1.559758222	CHL	Soil5_T6
Soil5	Soil5_CE201	-9	5.12	1.576926277	CHL	Soil5_T6
Soil5	Soil5_CE201	-5	4.67	1.588172744	CHL	Soil5_T6
Soil5	Soil5_CE201	7	3.77	1.682762779	CHL	Soil5_T6
Soil5	Soil5_CE201	20	3.32	1.873062239	CHL	Soil5_T6
Soil5	Soil5_CE201	-100	8.72	1.758941404	CHL	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	1.640957144	CHL	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	1.496075712	CHL	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	1.494164356	CHL	Soil5_T6
Soil5	Soil5_CE201	-23	6.92	1.469392595	CHL	Soil5_T6
Soil5	Soil5_CE201	-19	6.47	1.522381098	CHL	Soil5_T6
Soil5	Soil5_CE201	-15	6.02	1.547303822	CHL	Soil5_T6
Soil5	Soil5_CE201	-12	5.57	1.567139853	CHL	Soil5_T6
Soil5	Soil5_CE201	-9	5.12	1.559595896	CHL	Soil5_T6
Soil5	Soil5_CE201	-5	4.67	1.555466068	CHL	Soil5_T6
Soil5	Soil5_CE201	7	3.77	1.776842286	CHL	Soil5_T6
Soil5	Soil5_CE201	20	3.32	1.742220058	CHL	Soil5_T6
Soil5	Soil5_CE201	-100	8.72	1.76345689	CHL	Soil5_T6
Soil5	Soil5_CE201	-55	8.27	1.668004862	CHL	Soil5_T6
Soil5	Soil5_CE201	-35	7.82	1.51512417	CHL	Soil5_T6
Soil5	Soil5_CE201	-28	7.37	1.511521479	CHL	Soil5_T6
